,IsVIP_500,payment_7_day,dau_days,days_between_install_first_pay,total_txns_7_day,total_page_views,total_product_liked,product_like_rate,total_free_coupon_got,total_bonus_xp_points
81,0,6.99,7,110,2,676,165,0.244082840237,0,0
82,0,6.99,7,1261,2,1346,378,0.280832095097,12,2386800
83,0,8.48,7,39,4,251,104,0.414342629482,12,1143600
84,0,4.52,3,1939,2,458,176,0.384279475983,2,55500
85,0,14.99,1,3,2,77,16,0.207792207792,0,0
86,0,12.9,6,2916,4,188,21,0.11170212766,6,1089000
87,0,28.99,1,13,3,-5,-16,3.2,1,43200
88,0,23.98,7,1920,3,633,215,0.339652448657,13,1782900
89,0,4.99,5,32,2,-5,-12,2.4,5,456600
90,0,1.99,5,2141,3,356,154,0.432584269663,22,3947400
91,0,26.97,7,73,5,1066,189,0.177298311445,13,1366200
92,0,9.99,7,70,3,1624,485,0.298645320197,11,1117800
93,0,3.99,6,178,2,40,4,0.1,4,198000
94,0,4.99,1,74,2,15,-12,-0.8,2,412500
95,0,3.99,2,34,3,41,0,0.0,3,144000
96,0,1.99,4,16,2,225,92,0.408888888889,5,322800
97,0,14.98,2,100,4,30,-2,-0.0666666666667,3,328500
98,0,2.99,6,17,2,227,71,0.312775330396,6,911400
99,0,83.0,7,2771,4,194,32,0.164948453608,11,864000
100,0,14.98,7,268,4,49,-4,-0.0816326530612,12,946200
101,0,6.99,7,12,2,75,1,0.0133333333333,6,493500
102,0,19.0,7,1277,3,599,157,0.262103505843,29,4031700
103,0,15.91,4,19,3,106,10,0.0943396226415,4,247500
104,0,6.99,4,637,3,73,1,0.013698630137,4,198000
105,0,11.0,6,2096,4,719,104,0.144645340751,7,466500
106,0,27.98,7,1677,4,506,121,0.239130434783,13,1253100
107,0,15.99,6,457,2,68,-1,-0.0147058823529,5,471600
108,0,7.99,3,6,2,1,-13,-13.0,4,399000
109,0,4.99,7,1455,3,159,17,0.106918238994,12,1025400
110,0,5.98,5,192,3,301,62,0.205980066445,8,734700
111,0,2.99,5,8,2,121,26,0.214876033058,7,764700
112,0,7.0,5,564,3,2076,827,0.398362235067,1,30000
113,0,4.99,7,18,3,96,11,0.114583333333,6,374700
114,0,7.99,4,19,3,451,98,0.217294900222,6,636000
115,0,3.99,3,15,2,55,-3,-0.0545454545455,2,246000
116,0,6.99,6,17,3,137,24,0.175182481752,10,868800
117,0,5.99,7,23,3,311,95,0.305466237942,12,843900
118,0,4.99,7,19,3,543,182,0.335174953959,9,1367400
119,0,153.97,4,2346,4,1227,353,0.287693561532,5,334500
120,0,33.94,4,689,8,816,248,0.303921568627,0,0
121,0,6.9,4,2620,2,136,25,0.183823529412,5,262500
122,0,23.98,7,7,3,587,138,0.235093696763,10,903900
123,0,7.99,7,473,2,417,108,0.258992805755,17,1448100
124,0,8.99,1,666,3,-9,-14,1.55555555556,1,81000
125,0,7.99,4,119,3,13,-9,-0.692307692308,4,274500
126,0,10.99,6,2220,2,724,188,0.259668508287,10,1504500
127,0,10.0,1,18,3,203,61,0.300492610837,0,0
128,0,4.99,5,220,3,-3,-10,3.33333333333,6,438600
129,0,3.99,4,240,3,198,46,0.232323232323,6,252900
130,0,7.99,6,66,2,96,4,0.0416666666667,10,850800
131,0,10.98,7,1839,4,1733,457,0.263704558569,59,8428500
132,0,3.97,7,473,5,334,51,0.152694610778,11,1272600
133,0,18.99,7,2448,3,286,55,0.192307692308,11,1407600
134,0,11.99,1,7,3,6,-12,-2.0,1,15000
135,0,1.99,7,1507,3,149,27,0.181208053691,21,2586600
136,0,9.15,7,80,5,688,186,0.270348837209,10,1026000
137,0,64.94,7,2456,8,1394,419,0.300573888092,13,1735500
138,0,9.99,2,201,3,28,-9,-0.321428571429,2,67200
139,0,5.99,4,20,3,-3,-17,5.66666666667,3,186600
140,0,28.0,7,346,2,238,64,0.268907563025,6,1018500
141,0,5.99,6,60,2,152,34,0.223684210526,8,823500
142,0,31.0,2,1342,2,54,5,0.0925925925926,2,97500
143,0,10.97,5,2841,5,250,47,0.188,3,273000
144,0,4.99,3,2,2,181,36,0.198895027624,2,102600
145,0,36.97,7,61,4,1331,482,0.362133734035,9,379800
146,0,1.99,6,7,2,296,40,0.135135135135,0,0
147,0,10.99,2,32,2,2,-18,-9.0,2,86100
148,0,4.99,1,19,3,-5,-13,2.6,1,67500
149,0,3.0,7,207,3,1716,314,0.182983682984,10,885000
150,0,17.0,3,897,4,20,-2,-0.1,4,1306500
151,0,9.0,2,1867,3,190,72,0.378947368421,1,37500
152,0,5.99,3,3,2,214,35,0.163551401869,4,170400
153,0,12.75,1,2813,2,71,3,0.0422535211268,1,37500
154,0,10.99,2,8,2,19,-2,-0.105263157895,2,222000
155,0,11.99,6,2427,3,665,254,0.381954887218,13,1815600
156,0,4.99,7,2184,3,109,17,0.155963302752,6,468600
157,0,133.6,1,91,2,-4,-17,4.25,1,30000
158,0,78.0,2,20,3,-2,-16,8.0,0,0
159,0,4.99,7,2143,3,404,46,0.113861386139,8,586800
160,0,1.99,7,2692,2,612,125,0.204248366013,11,1169100
161,0,2.99,7,30,3,75,14,0.186666666667,14,1277700
162,0,1.99,6,2,3,78,10,0.128205128205,5,529800
163,0,19.98,5,7,4,143,33,0.230769230769,5,528000
164,0,5.99,4,1567,3,314,82,0.261146496815,3,570000
165,0,4.99,1,14,2,13,-13,-1.0,0,0
166,0,3.99,7,652,3,333,69,0.207207207207,14,3010500
167,0,22.99,7,358,2,312,66,0.211538461538,9,478800
168,0,16.0,1,521,3,22,0,0.0,1,21000
169,0,7.99,6,9,3,448,89,0.198660714286,0,0
170,0,10.98,7,10,3,293,52,0.17747440273,6,778800
171,0,2.99,7,2952,2,982,260,0.264765784114,14,2176800
172,0,5.99,3,1408,2,-4,-17,4.25,4,228000
173,0,58.95,1,229,6,63,11,0.174603174603,1,45000
174,0,10.56,6,824,5,89,25,0.280898876404,9,745800
175,0,6.99,2,15,2,-6,-12,2.0,2,330000
176,0,17.99,7,1248,2,1435,351,0.244599303136,14,1152000
177,0,12.99,6,1078,2,2178,599,0.275022956841,10,1938000
178,0,7.99,7,156,3,250,43,0.172,16,1859400
179,0,36.75,3,1383,3,1260,303,0.240476190476,5,133500
180,0,26.0,3,2205,2,102,17,0.166666666667,3,190500
181,0,3.99,7,1435,3,463,112,0.241900647948,9,1423800
182,0,3.99,4,1783,2,-6,-14,2.33333333333,3,506400
183,0,8.97,3,35,4,42,-2,-0.047619047619,0,0
184,0,4.99,6,2894,3,32,-14,-0.4375,8,825000
185,0,9.99,7,21,3,985,323,0.327918781726,0,0
186,0,6.99,2,32,2,-7,-14,2.0,3,114000
187,0,2.65,5,369,2,180,35,0.194444444444,7,262500
188,0,12.99,6,1715,3,311,55,0.176848874598,8,653400
189,0,8.49,7,1079,2,1150,162,0.140869565217,13,1119300
190,0,87.26,1,27,2,-1,-16,16.0,0,0
191,0,7.98,5,42,3,51,2,0.0392156862745,7,773700
192,0,17.99,1,12,2,62,20,0.322580645161,1,108000
193,0,4.98,7,28,3,706,209,0.296033994334,15,2379000
194,0,9.0,6,1922,2,79,5,0.0632911392405,7,588000
195,0,4.99,1,15,2,16,2,0.125,0,0
196,0,5.0,1,1831,2,160,38,0.2375,0,0
197,0,1.99,2,15,3,90,13,0.144444444444,2,51000
198,0,16.98,6,35,4,474,107,0.225738396624,8,1395000
199,0,2.99,6,28,2,11,-15,-1.36363636364,7,1083000
200,0,5.99,1,1307,3,-9,-13,1.44444444444,1,288000
201,0,8.3,6,2311,3,104,19,0.182692307692,9,765000
202,0,7.99,7,19,2,776,177,0.228092783505,13,1682400
203,0,26.99,4,15,3,58,3,0.051724137931,4,537000
204,1,188.87,7,16,14,1765,573,0.324645892351,1,16800
205,0,8.99,6,2258,2,241,43,0.178423236515,8,922800
206,0,5.99,1,2,2,-1,-15,15.0,0,0
207,0,4.49,7,16,2,293,63,0.215017064846,9,841500
208,0,11.97,7,14,4,192,59,0.307291666667,9,752700
209,0,2.99,1,14,3,36,-10,-0.277777777778,0,0
210,0,15.0,7,879,4,666,185,0.277777777778,28,3501000
211,0,6.99,1,15,3,62,4,0.0645161290323,1,27000
212,0,69.0,6,2984,4,197,50,0.253807106599,6,255300
213,0,5.99,7,674,3,351,61,0.173789173789,12,1267800
214,0,5.98,7,1823,4,2471,867,0.35087009308,83,10975800
215,0,5.99,3,14,3,70,4,0.0571428571429,3,195000
216,0,37.75,1,11,3,82,16,0.19512195122,1,21000
217,0,174.52,2,9,3,3,-12,-4.0,2,102000
218,0,20.98,7,34,3,488,107,0.219262295082,15,824400
219,0,85.97,2,3,4,178,57,0.320224719101,1,36000
220,0,13.99,2,644,2,39,1,0.025641025641,2,471000
221,0,6.99,1,9,2,19,-9,-0.473684210526,0,0
222,0,8.99,2,34,3,23,-7,-0.304347826087,4,1233000
223,0,8.99,7,512,2,76,11,0.144736842105,12,1812000
224,0,18.99,2,49,2,113,44,0.389380530973,2,78000
225,0,20.99,1,13,3,125,13,0.104,1,144000
226,0,4.99,2,20,3,153,49,0.320261437908,2,378000
227,0,8.97,6,10,5,132,25,0.189393939394,0,0
228,0,1.99,1,30,3,-8,-13,1.625,0,0
229,0,81.0,2,317,2,58,8,0.137931034483,3,591000
230,0,10.0,2,2323,2,149,51,0.342281879195,1,21000
231,0,8.99,2,12,2,145,54,0.372413793103,0,0
232,0,32.75,7,297,3,582,149,0.256013745704,9,663000
233,0,10.97,5,16,5,107,26,0.242990654206,2,88800
234,0,9.99,1,340,2,22,-12,-0.545454545455,0,0
235,0,9.99,7,44,3,532,135,0.253759398496,9,862200
236,0,5.99,7,40,2,611,153,0.250409165303,13,2549400
237,0,2.99,1,91,2,-9,-19,2.11111111111,1,21600
238,0,13.87,5,1136,3,68,0,0.0,5,156000
239,0,7.99,3,14,2,362,155,0.42817679558,7,1008300
240,0,42.93,6,9,9,435,132,0.303448275862,8,722100
241,0,33.75,1,1773,2,130,9,0.0692307692308,1,52500
242,0,18.99,5,10,3,307,63,0.205211726384,4,1371000
243,0,10.99,7,1923,3,252,55,0.218253968254,12,863700
244,0,6.41,7,161,2,4140,1426,0.344444444444,2,112500
245,0,89.0,2,2577,7,115,24,0.208695652174,0,0
246,0,9.3,1,1466,2,-7,-16,2.28571428571,0,0
247,0,21.99,7,360,3,1671,444,0.265709156194,15,2017200
248,0,8.99,7,320,2,383,72,0.187989556136,15,1515300
249,0,3.99,7,4,2,494,135,0.273279352227,6,333600
250,0,51.99,2,13,3,644,231,0.358695652174,1,60000
251,0,8.99,7,26,2,235,50,0.212765957447,7,585000
252,0,15.98,4,16,3,125,29,0.232,1,405000
253,0,5.99,7,11,3,246,39,0.158536585366,12,1083900
254,0,17.96,6,11,6,574,229,0.398954703833,7,711600
255,0,12.99,6,177,2,4,-16,-4.0,11,1536600
256,0,9.0,2,2362,3,296,70,0.236486486486,0,0
257,0,8.0,4,1948,3,165,38,0.230303030303,0,0
258,0,7.98,7,38,4,17,-15,-0.882352941176,14,1754100
259,0,5.99,7,53,3,69,18,0.260869565217,19,2151600
260,0,3.99,6,716,3,22,4,0.181818181818,6,509100
261,0,12.98,5,71,4,47,7,0.148936170213,4,473100
262,0,1.99,3,6,2,99,17,0.171717171717,2,41400
263,0,15.97,7,108,5,65,4,0.0615384615385,18,1669800
264,0,9.99,5,1953,2,166,30,0.180722891566,8,540000
265,0,2.99,5,324,3,246,58,0.235772357724,5,259500
266,1,72.66,2,45,5,185,70,0.378378378378,2,42000
267,0,3.99,7,79,3,61,7,0.114754098361,10,883800
268,0,4.99,7,11,2,152,-1,-0.00657894736842,0,0
269,0,4.99,6,1298,3,183,43,0.234972677596,8,595200
270,0,4.49,1,279,3,-3,-15,5.0,1,75000
271,0,1.99,5,41,2,36,3,0.0833333333333,6,540000
272,0,3.0,6,73,3,574,222,0.386759581882,3,75000
273,0,11.99,7,41,2,72,8,0.111111111111,9,506700
274,0,9.99,5,14,3,122,10,0.0819672131148,4,415500
275,0,4.0,1,1827,2,189,61,0.322751322751,0,0
276,0,6.99,6,1377,3,243,41,0.168724279835,6,319500
277,0,4.99,1,9,3,-6,-12,2.0,0,0
278,0,14.82,4,13,6,200,27,0.135,3,255000
279,0,5.99,1,17,2,0,-13,-inf,0,0
280,0,6.0,1,2191,2,29,6,0.206896551724,1,18000
281,0,3.99,4,37,2,7,-15,-2.14285714286,4,291000
282,0,51.99,7,145,3,2032,563,0.277066929134,18,2858400
283,0,7.99,5,29,2,189,25,0.132275132275,7,504300
284,0,3.99,6,526,3,136,10,0.0735294117647,11,1182300
285,0,12.99,6,1855,2,252,48,0.190476190476,7,472200
286,0,9.99,5,253,2,725,191,0.263448275862,5,402000
287,0,2.99,4,14,2,769,217,0.282184655397,18,2328600
288,0,8.98,7,204,4,933,314,0.336548767417,56,7450200
289,0,6.99,2,16,3,26,-8,-0.307692307692,0,0
290,0,6.0,2,2381,3,190,55,0.289473684211,1,27000
291,0,5.99,7,1235,3,341,73,0.214076246334,14,873900
292,0,8.0,4,1334,3,1050,345,0.328571428571,0,0
293,0,10.98,7,10,4,270,54,0.2,12,2027700
294,0,1.99,4,14,3,83,25,0.301204819277,0,0
295,0,9.0,7,835,2,405,132,0.325925925926,21,2402400
296,0,15.0,1,15,2,96,31,0.322916666667,1,150000
297,0,5.97,7,297,5,242,41,0.169421487603,13,3740100
298,0,8.99,1,4,2,-5,-17,3.4,0,0
299,0,17.99,7,56,2,588,164,0.278911564626,10,1374900
300,0,4.99,7,1152,2,-7,-13,1.85714285714,14,1641900
301,0,15.48,7,16,3,-3,-19,6.33333333333,13,1524900
302,0,9.99,4,39,2,136,29,0.213235294118,4,383100
303,0,9.09,5,1919,3,790,227,0.287341772152,1,27000
304,0,2.99,3,261,2,110,38,0.345454545455,3,585000
305,0,26.99,6,17,3,643,144,0.223950233281,11,688200
306,0,10.99,3,16,3,189,35,0.185185185185,5,603000
307,0,80.94,3,14,7,239,46,0.192468619247,1,97500
308,0,16.0,7,1837,3,1074,239,0.222532588454,15,903000
309,0,25.98,1,6,4,62,2,0.0322580645161,0,0
310,0,150.97,3,1767,4,619,222,0.358642972536,0,0
311,0,4.99,7,222,3,3020,1027,0.340066225166,253,28471200
312,0,31.0,2,163,2,107,7,0.0654205607477,2,55500
313,0,35.37,2,1940,2,-4,-9,2.25,0,0
314,0,3.0,2,2357,2,287,58,0.202090592334,0,0
315,0,2.99,5,340,2,46,-5,-0.108695652174,6,174900
316,0,7.99,2,148,2,90,19,0.211111111111,2,273000
317,0,6.0,1,54,3,5,-14,-2.8,1,225000
318,0,79.0,2,446,2,7,-8,-1.14285714286,2,168000
319,0,57.99,7,366,3,156,35,0.224358974359,24,1412100
320,0,1.99,5,1498,2,4,-10,-2.5,6,760200
321,0,20.99,1,12,3,-5,-10,2.0,1,30000
322,0,18.99,3,573,2,31,-7,-0.225806451613,3,57000
323,0,3.49,4,43,3,42,-7,-0.166666666667,5,266700
324,0,57.99,2,83,2,65,9,0.138461538462,2,240000
325,0,9.99,4,20,3,80,-1,-0.0125,2,87000
326,0,22.98,3,15,4,184,67,0.364130434783,5,747000
327,0,2.99,3,793,3,346,91,0.263005780347,4,186000
328,0,10.0,7,2739,2,288,77,0.267361111111,28,3741000
329,0,1.99,7,26,2,172,21,0.122093023256,9,582000
330,0,22.99,1,3,3,77,15,0.194805194805,0,0
331,0,7.99,5,14,3,63,12,0.190476190476,0,0
332,0,6.99,6,29,2,338,101,0.298816568047,8,1258800
333,1,61.94,7,5,8,1824,496,0.271929824561,12,903600
334,0,7.99,5,27,3,1,-18,-18.0,5,1095000
335,0,9.99,1,6,2,6,-17,-2.83333333333,0,0
336,0,3.99,1,24,2,-8,-12,1.5,0,0
337,0,9.99,4,2351,3,174,23,0.132183908046,8,1090800
338,0,7.99,1,18,3,-4,-17,4.25,1,252000
339,0,8.98,5,32,3,27,-7,-0.259259259259,4,178200
340,0,8.99,4,506,2,75,7,0.0933333333333,4,352500
341,0,14.0,2,3,2,23,-6,-0.260869565217,2,135000
342,0,6.99,6,2317,3,379,86,0.22691292876,7,697500
343,0,11.99,6,22,3,110,13,0.118181818182,4,198000
344,0,23.99,7,56,2,668,227,0.339820359281,16,1122900
345,0,4.49,5,158,3,221,60,0.27149321267,10,2400900
346,0,5.99,3,1550,3,259,50,0.19305019305,3,323700
347,0,1.99,6,27,2,201,69,0.34328358209,6,670500
348,0,18.99,2,598,2,28,-6,-0.214285714286,2,108000
349,0,8.98,6,26,3,95,13,0.136842105263,11,1021800
350,0,26.0,3,2169,2,441,176,0.399092970522,5,495000
351,0,64.92,7,1331,10,682,245,0.359237536657,13,2600400
352,0,2.99,6,18,2,777,216,0.277992277992,9,1463400
353,0,8.99,7,701,2,206,63,0.305825242718,10,1242900
354,0,4.49,6,444,3,196,56,0.285714285714,7,1482600
355,0,16.99,6,2177,2,22,-10,-0.454545454545,7,1599000
356,0,4.98,7,74,4,140,33,0.235714285714,14,1583400
357,0,13.99,5,2981,3,25,-3,-0.12,6,470700
358,0,13.99,2,13,3,901,314,0.348501664817,0,0
359,0,9.99,5,460,3,118,15,0.127118644068,10,1125300
360,0,5.0,6,2328,2,681,244,0.358296622614,1,30000
361,0,8.0,1,2300,3,226,65,0.287610619469,1,21000
362,0,201.96,4,2322,6,2043,660,0.323054331865,0,0
363,0,7.99,5,1839,3,17,-3,-0.176470588235,2,289500
364,0,10.29,3,2816,3,87,8,0.0919540229885,2,150000
365,0,1.99,7,229,3,-8,-12,1.5,7,561000
366,0,9.99,7,12,3,114,10,0.0877192982456,8,461400
367,0,10.99,3,51,2,3,-11,-3.66666666667,5,355800
368,0,105.98,3,12,3,1070,327,0.305607476636,3,441000
369,0,7.99,7,11,2,632,97,0.153481012658,2,231000
370,0,2.98,7,131,3,2776,631,0.227305475504,16,1780800
371,0,44.0,1,91,4,3,-12,-4.0,0,0
372,0,5.99,3,28,3,132,21,0.159090909091,5,671100
373,0,3.98,7,5,3,440,83,0.188636363636,10,1044600
374,0,15.99,7,1246,2,319,82,0.257053291536,8,930900
375,0,17.99,7,20,2,482,94,0.195020746888,14,1114500
376,0,9.99,7,21,3,77,10,0.12987012987,12,1439700
377,0,3.22,4,511,2,69,-4,-0.0579710144928,9,1455600
378,0,13.98,4,19,4,419,46,0.109785202864,0,0
379,0,12.97,7,1242,4,273,63,0.230769230769,8,742200
380,0,10.99,5,2664,3,63,8,0.126984126984,6,1043700
381,0,17.98,7,803,4,597,111,0.185929648241,13,910800
382,0,16.0,2,2342,3,235,48,0.204255319149,3,123000
383,0,20.98,7,21,3,595,147,0.247058823529,11,795900
384,0,2.99,5,469,2,751,118,0.157123834887,3,423600
385,0,32.0,4,2008,2,250,73,0.292,4,346500
386,0,6.0,1,2832,2,-6,-17,2.83333333333,1,21000
387,0,155.97,3,1664,4,433,151,0.348729792148,0,0
388,0,80.12,1,2227,3,-1,-16,16.0,0,0
389,0,2.99,6,2,3,189,37,0.195767195767,7,865200
390,0,4.99,1,1667,2,-3,-14,4.66666666667,0,0
391,0,8.05,3,2013,2,432,141,0.326388888889,0,0
392,0,11.99,6,16,3,180,26,0.144444444444,6,435300
393,0,15.95,7,29,6,346,142,0.410404624277,2,421800
394,0,1.99,4,1129,3,0,-17,-inf,5,262800
395,0,12.98,7,9,3,407,100,0.2457002457,3,379800
396,0,9.1,1,1486,2,31,-5,-0.161290322581,1,18000
397,0,17.5,1,2876,3,61,-5,-0.0819672131148,1,60000
398,0,5.99,2,1610,3,92,26,0.282608695652,2,87000
399,0,168.94,4,15,8,295,85,0.28813559322,6,658500
400,0,8.99,4,318,2,396,130,0.328282828283,6,852900
401,0,18.99,6,1256,2,411,113,0.274939172749,7,979500
402,0,3.99,2,14,2,69,2,0.0289855072464,4,306000
403,0,10.98,5,1514,3,78,13,0.166666666667,3,196500
404,0,11.99,5,122,2,0,-16,-inf,7,555000
405,0,6.99,7,1581,3,176,45,0.255681818182,13,1470600
406,0,12.99,4,189,2,526,244,0.463878326996,4,817500
407,0,32.0,7,2017,3,2213,470,0.212381382738,21,1465200
408,0,7.99,3,1388,3,101,18,0.178217821782,4,382200
409,0,10.99,7,505,3,375,85,0.226666666667,18,1682700
410,0,8.99,4,2481,2,968,264,0.272727272727,11,811800
411,0,13.99,4,21,2,43,-4,-0.093023255814,3,645000
412,0,26.0,1,2045,3,-9,-19,2.11111111111,0,0
413,0,1.99,7,90,3,469,150,0.319829424307,10,664200
414,0,30.45,6,244,7,1765,283,0.160339943343,16,3284700
415,0,9.99,6,99,3,-6,-11,1.83333333333,6,307500
416,0,103.38,7,1785,7,602,235,0.390365448505,14,5898000
417,1,121.89,7,8,13,2118,457,0.215769593957,17,1641300
418,0,10.99,6,1169,3,141,27,0.191489361702,6,718800
419,0,3.99,7,2764,3,708,273,0.385593220339,17,1883100
420,0,9.99,7,104,3,322,94,0.291925465839,12,1264200
421,1,70.95,3,21,7,139,20,0.143884892086,3,144000
422,0,60.98,6,259,3,1145,267,0.233187772926,6,1917900
423,0,11.99,5,142,3,-1,-9,9.0,3,816000
424,0,9.99,7,30,3,256,43,0.16796875,84,10852200
425,0,33.0,7,1249,3,1315,391,0.297338403042,17,2037000
426,0,9.99,6,956,3,1189,360,0.302775441548,11,2169900
427,0,33.0,7,16,8,1427,250,0.175192711983,14,3207000
428,0,28.98,4,1538,4,210,82,0.390476190476,6,309000
429,0,81.0,1,2,3,30,9,0.3,1,45000
430,0,18.99,5,9,3,8,-17,-2.125,1,112500
431,0,1.99,5,131,2,149,33,0.221476510067,1,147000
432,0,34.75,6,52,2,296,58,0.195945945946,7,382200
433,0,8.98,7,282,4,511,149,0.291585127202,12,680400
434,0,4.99,3,2654,2,18,-10,-0.555555555556,3,168000
435,0,24.99,1,18,2,5,-10,-2.0,1,192000
436,1,4.99,7,423,3,261,51,0.195402298851,10,1451100
437,0,11.99,7,2366,3,100,24,0.24,11,720300
438,0,17.99,2,309,2,1,-18,-18.0,2,138600
439,0,8.99,5,2,3,528,144,0.272727272727,2,102600
440,0,124.93,7,2110,9,2225,636,0.285842696629,13,1409100
441,0,10.99,7,2649,2,283,58,0.204946996466,11,662700
442,0,12.99,4,1267,2,246,50,0.20325203252,2,69600
443,0,10.49,6,15,2,22,-8,-0.363636363636,7,940500
444,0,51.99,1,19,3,-8,-14,1.75,1,105000
445,0,154.97,3,2244,5,2448,778,0.317810457516,0,0
446,0,2.99,3,14,3,152,18,0.118421052632,0,0
447,0,47.98,7,1980,4,704,144,0.204545454545,17,2550000
448,0,9.99,5,8,2,66,1,0.0151515151515,0,0
449,0,9.6,7,201,6,385,158,0.41038961039,13,1389900
450,0,7.0,7,2310,3,1990,551,0.276884422111,15,615300
